Text,Date,Compound,Positive,Negative,Neutral,Tweets Ago
How DNA and other methods are used in identifying deceased US troops https://t.co/OVeQfrrkMJ https://t.co/0QPdgUx1Y7,Fri Jul 27 15:10:06 +0000 2018,0.0,0.0,1.0,0.0,87
11 endangered rhinos were moved to start a new population. 10 died https://t.co/kwoA2Xp3TH https://t.co/MJf4cr2GOr,Fri Jul 27 15:00:11 +0000 2018,-0.557,0.0,0.769,0.231,88
Coke is raising soda prices because of aluminum tariffs https://t.co/kMEylcdg7h https://t.co/53KqdtKfq8,Fri Jul 27 14:55:04 +0000 2018,0.0,0.0,1.0,0.0,89
RT @CNNMoney: JUST IN: Shareholders approve Disney's purchase of most of 21st Century Fox https://t.co/yU02OPTu2x https://t.co/d7MPNMmeru,Fri Jul 27 14:45:39 +0000 2018,0.0,0.0,1.0,0.0,90
A court case you've probably never heard of could become a major problem for President Trump | Analysis by… https://t.co/NNf0ayOa90,Fri Jul 27 14:45:22 +0000 2018,-0.402,0.0,0.856,0.144,91
Sponsors are ditching the Kuwaiti Instagram influencer who complained about labor laws requiring a weekly day off f… https://t.co/hqp14sIYK1,Fri Jul 27 14:35:39 +0000 2018,-0.402,0.0,0.863,0.137,92
"President Trump touts economic growth: ""These numbers are very, very sustainable"" https://t.co/SCGJI5eIzm https://t.co/O9w9NFL2wV",Fri Jul 27 14:22:33 +0000 2018,0.361,0.177,0.748,0.075,93
"Nigeria, Africa's most populous nation, will be the first on the continent to receive Google's free public Wi-Fi se… https://t.co/2H0UHNk2w4",Fri Jul 27 14:05:49 +0000 2018,0.511,0.148,0.852,0.0,94
Disneyland agrees to pay its workers $15 an hour https://t.co/leKmuuKoHE https://t.co/cYja6vW8T2,Fri Jul 27 13:53:53 +0000 2018,0.103,0.148,0.738,0.115,95
"President Trump is speaking about the economy from the White House South Lawn.

Watch on CNN:… https://t.co/H0edAgHS5K",Fri Jul 27 13:44:18 +0000 2018,0.0,0.0,1.0,0.0,96
The best travel photos of 2018 (so far) https://t.co/BYquWXkW4Y https://t.co/VIDM6eiFn9,Fri Jul 27 13:40:09 +0000 2018,0.637,0.318,0.682,0.0,97
"Russian President Vladimir Putin says he is ready to go to Washington and has invited President Trump to Moscow, bu… https://t.co/rWY7pnVobY",Fri Jul 27 13:30:01 +0000 2018,0.361,0.111,0.889,0.0,98
"Cuba's new constitution could:

• Allow same-sex marriage
• Eliminate the term ""communism""
• Open a path to owning… https://t.co/RKIuBBHRa1",Fri Jul 27 13:20:04 +0000 2018,0.226,0.112,0.888,0.0,99
"An attempt by two Australian inmates to tunnel out of a prison cell, using toothpaste and toilet paper to conceal t… https://t.co/YF3HcYG4H7",Fri Jul 27 13:10:03 +0000 2018,-0.511,0.0,0.858,0.142,100
WWE Hall of Famer who played villain Nikolai Volkoff dies at 70 https://t.co/Rb9zecSQgM,Sun Jul 29 23:02:39 +0000 2018,-0.296,0.141,0.647,0.212,1
The Trump administration is touting the strong economic growth following the release of the GDP report;… https://t.co/crF84QgXO5,Sun Jul 29 22:57:38 +0000 2018,0.637,0.273,0.648,0.079,2
Philadelphia is ending a major information-sharing contract with ICE; @BryanLlenas reports. #FoxReport… https://t.co/BODSCc9dLP,Sun Jul 29 22:55:44 +0000 2018,0.0,0.0,1.0,0.0,3
Northern California fire leaves 6 dead as officials worry high winds could flame blaze https://t.co/byhvrQCTOc,Sun Jul 29 22:46:37 +0000 2018,-0.862,0.0,0.534,0.466,4
'Big Bang Theory' boss Chuck Lorre comments on safe work environments after Les Moonves sexual harassment allegatio… https://t.co/uW0aUeAYbu,Sun Jul 29 22:40:33 +0000 2018,-0.153,0.129,0.714,0.156,5
".@Garrett_FoxNews: ""This week House Republicans again threatened to hold Deputy Attorney General Rod Rosenstein in… https://t.co/na96Ao52l5",Sun Jul 29 22:33:00 +0000 2018,-0.459,0.0,0.833,0.167,6
Rudy Giuliani is questioning the authenticity of Michael Cohen's secret recording with President Trump;… https://t.co/RGakWqdNRe,Sun Jul 29 22:26:51 +0000 2018,-0.103,0.0,0.909,0.091,7
President @realDonaldTrump arrives at Morristown Airport where he will depart for Washington D.C.  https://t.co/h4i02c6d3H,Sun Jul 29 22:08:21 +0000 2018,0.0,0.0,1.0,0.0,8
"Netflix focused on building faith and family-based shows, exec says https://t.co/gi4OwGRPu9",Sun Jul 29 21:51:02 +0000 2018,0.66,0.375,0.625,0.0,9
Netflix exec 'would be happy' to make 'Master of None' Season 3 'whenever Aziz is ready' https://t.co/RykQRGZBCJ,Sun Jul 29 21:50:55 +0000 2018,0.735,0.307,0.693,0.0,10
"RT @EricShawnTV: #RudyGiuliani says the #MichaelCohen tapes were ""tampered with,"" Pres. #DonaldTrump is heard saying the word ""cash,"" Cohen…",Sun Jul 29 21:43:57 +0000 2018,0.0,0.0,1.0,0.0,11
Teen seriously injured after plastic bottle thrown from car explodes in her hands: report https://t.co/ewPBaajEyf,Sun Jul 29 21:41:42 +0000 2018,-0.527,0.0,0.747,0.253,12
"On ""Justice,"" @dbongino praised President @realDonaldTrump's handling of the economy while slamming former Presiden… https://t.co/xpVPdC2DcZ",Sun Jul 29 21:31:23 +0000 2018,0.494,0.186,0.814,0.0,13
Sanctuary cities ruling a setback for Justice Department https://t.co/1wvlNJ8wyD,Sun Jul 29 21:28:54 +0000 2018,0.527,0.327,0.673,0.0,14
Turkey leader Erdogan warns US over sanctions threat in pastor case https://t.co/A6lot0u9MW,Sun Jul 29 21:19:57 +0000 2018,-0.586,0.0,0.676,0.324,15
Polar bear killed after attacking cruise ship employee near North Pole https://t.co/ZRyJnVfCi3,Sun Jul 29 21:17:46 +0000 2018,-0.818,0.0,0.571,0.429,16
Vegan activists protest North Carolina fishing tournament https://t.co/PUAkAP4z4e,Sun Jul 29 21:17:14 +0000 2018,-0.25,0.0,0.778,0.222,17
"Bridesmaid begs JetBlue for refund after bride asks her 'to relinquish' title, 'duties' https://t.co/Cx4Mll9KAn",Sun Jul 29 21:11:18 +0000 2018,0.0,0.0,1.0,0.0,18
"Indonesia earthquake in popular tourist area results in multiple deaths, over 160 people injured.… https://t.co/FK9tagKrAl",Sun Jul 29 21:03:07 +0000 2018,0.422,0.167,0.833,0.0,19
"Parts of airport shut down after woman slips through security zone
https://t.co/Rmt9faUMHx",Sun Jul 29 21:00:49 +0000 2018,0.34,0.179,0.821,0.0,20
TONIGHT: Go inside the home of @Jeopardy TV Legend Alex Trebek with @HarveyLevinTMZ - 8p ET on Fox News Channel! https://t.co/RQ85gShnbM,Sun Jul 29 19:39:00 +0000 2018,0.0,0.0,1.0,0.0,21
.@GiannoCaldwell: Chicago's gun violence is intolerable -- @realDonaldTrump should provide help https://t.co/njArRHIvp6,Sun Jul 29 19:37:13 +0000 2018,-0.586,0.148,0.495,0.357,22
".@SenAlexander on car tariffs: ""Now that we've got a policy of where we're going, zero tariffs, it's time to get ri… https://t.co/Ap1vXAiKRL",Sun Jul 29 19:28:07 +0000 2018,0.0,0.0,1.0,0.0,23
The Color Guard from the Naval Base Ventura County holds up flags during the national anthem at the Dallas Cowboys… https://t.co/GFvwUzxAr7,Sun Jul 29 19:20:34 +0000 2018,0.0,0.0,1.0,0.0,24
RT @EricShawnTV: The showdown with Turkey over #PastorBrunson.  Can the efforts of @POTUS #DonaldTrump and @VP #MikePence free him? Watch m…,Sun Jul 29 19:20:22 +0000 2018,0.511,0.142,0.858,0.0,25
"Firefighter Scott Brown sprays water on a backfire while battling the Carr Fire in Redding, Calif., on Saturday, Ju… https://t.co/kRSJbX628A",Sun Jul 29 19:15:00 +0000 2018,-0.542,0.0,0.791,0.209,26
".@MoElleithee on U.S.-Russia relations: ""Putin is getting everything he wants out of this relationship and that is… https://t.co/pIRxcjkeGC",Sun Jul 29 19:06:57 +0000 2018,0.0,0.0,1.0,0.0,27
"Arkansas woman shoots, kills husband over pornography, police say https://t.co/ffOCX17gFA",Sun Jul 29 19:06:35 +0000 2018,-0.542,0.0,0.72,0.28,28
".@GillianHTurner: ""[@POTUS is] almost having a little bit of a @BarackObama moment...Nobody wanted President Obama… https://t.co/MBuXxJMbGu",Sun Jul 29 19:04:02 +0000 2018,0.0,0.0,1.0,0.0,29
"Brecken Simmons, 8: ""[Police] do a lot to help us keep safe from those bad people."" https://t.co/CinSHPwwNd https://t.co/cD01ahoFZw",Sun Jul 29 19:03:02 +0000 2018,0.273,0.242,0.606,0.152,30
"On ""Sunday Morning Futures with @MariaBartiromo,"" @LindseyGrahamSC said that every American should ""be very suspici… https://t.co/TviTel7EPN",Sun Jul 29 18:54:02 +0000 2018,0.0,0.0,1.0,0.0,31
"WATCH: Chris Wallace's full interview with Rudy Giuliani, President @realDonaldTrump's attorney - Part 2.… https://t.co/cIZPJMZEOn",Sun Jul 29 18:50:25 +0000 2018,0.0,0.0,1.0,0.0,32
"WATCH: Chris Wallace's full interview with Rudy Giuliani, President @realDonaldTrump's attorney - Part 1.… https://t.co/wVyh9oo9zi",Sun Jul 29 18:49:10 +0000 2018,0.0,0.0,1.0,0.0,33
".@GillianHTurner on tariffs: ""Sometimes conflict resolution 101 tells you that when you have these really contentio… https://t.co/OyCsJali8f",Sun Jul 29 18:33:28 +0000 2018,-0.318,0.0,0.874,0.126,34
".@MoElleithee on midterm elections: ""There's enough economic uncertainty that even with the strong number I think R… https://t.co/VTGVX8IX37",Sun Jul 29 18:30:21 +0000 2018,0.296,0.219,0.667,0.114,35
WATCH: Chris Wallace's full interview with Treasury Secretary @stevenmnuchin1 - Part 2. @FoxNewsSunday https://t.co/xCCg2n0V0i,Sun Jul 29 18:26:22 +0000 2018,0.202,0.13,0.87,0.0,36
WATCH: Chris Wallace's full interview with Treasury Secretary @stevenmnuchin1 - Part 1. @FoxNewsSunday https://t.co/CfHhph7Gof,Sun Jul 29 18:26:18 +0000 2018,0.202,0.13,0.87,0.0,37
".@MoElleithee on the economy: ""This is a continuation of economic recovery that began in 2009 and 2010. That strong… https://t.co/OAWaEu2cI3",Sun Jul 29 18:25:52 +0000 2018,0.0,0.0,1.0,0.0,38
".@MoElleithee: ""We should all be celebrating 4.1 economic growth. That's a good number, that's  a strong number. It… https://t.co/tNQgtQp7jd",Sun Jul 29 18:23:37 +0000 2018,0.92,0.579,0.421,0.0,39
RT @FoxBusiness: Boeing expects higher costs to hurt defense margins. https://t.co/cHuP42PXBq,Sun Jul 29 18:16:57 +0000 2018,-0.44,0.108,0.647,0.245,40
".@LindseyGrahamSC: ""The one thing about Michael Cohen is that I've never seen a lawyer behave this way in my entire… https://t.co/UzdULncALH",Sun Jul 29 14:40:32 +0000 2018,0.0,0.0,1.0,0.0,41
".@LindseyGrahamSC: ""The only way we've made any progress with North Korea is because Trump has been strong in the e… https://t.co/EIdCtrSKeO",Sun Jul 29 14:38:53 +0000 2018,0.727,0.243,0.757,0.0,42
".@LindseyGrahamSC: ""I think China's undercutting @POTUS when it comes to North Korea."" #SundayFutures… https://t.co/XCFJMv4XCZ",Sun Jul 29 14:37:37 +0000 2018,0.0,0.0,1.0,0.0,43
".@LindseyGrahamSC: ""The only reason that we're moving forward with North Korea is that @POTUS convinced China and N… https://t.co/JIpQcn4NDV",Sun Jul 29 14:36:44 +0000 2018,0.402,0.13,0.87,0.0,44
".@VP: ""Pastor Andrew Brunson is an innocent man. He's a man of profound Christian faith who has ministered in Turke… https://t.co/npSHiS6k9Y",Sun Jul 29 14:29:05 +0000 2018,0.637,0.224,0.776,0.0,45
".@VP: ""President Trump has asked me to do many things on his behalf as vice president, but frankly I've never been… https://t.co/5mGcjLSY3F",Sun Jul 29 14:27:26 +0000 2018,0.0,0.0,1.0,0.0,46
".@VP: ""We remain confident that before the fall is out, that Judge Brett Kavanaugh will be Justice Brett Kavanaugh.… https://t.co/TJVSEJGuIu",Sun Jul 29 14:26:09 +0000 2018,0.765,0.268,0.732,0.0,47
".@VP: ""Judge Brett Kavanaugh is a man of integrity and he's a judge with an extraordinary record of service.""… https://t.co/heiKLkKAfN",Sun Jul 29 14:24:48 +0000 2018,0.382,0.133,0.867,0.0,48
".@VP: ""Our administration has faced unprecedented obstruction by @TheDemocrats in Washington, D.C."" #SundayFutures… https://t.co/aasXls6usF",Sun Jul 29 14:19:38 +0000 2018,0.0,0.0,1.0,0.0,49
".@VP: ""Our priority is to make sure that we not only reelect but we expand Republican majorities on Capitol Hill.""… https://t.co/472jhOElf6",Sun Jul 29 14:19:04 +0000 2018,0.557,0.195,0.805,0.0,50
".@VP: ""It's absolutely essential that we protect intellectual property from being stolen by interests in China.""… https://t.co/3S3dbrBV9w",Sun Jul 29 14:17:03 +0000 2018,0.572,0.328,0.539,0.133,51
".@VP Mike Pence: ""In the last year and a half, our administration has been faced with more filibusters called by… https://t.co/WjIPXr4NPf",Sun Jul 29 14:14:10 +0000 2018,0.0,0.0,1.0,0.0,52
".@VP Mike Pence: ""It's remarkable to think all the progress that we've made in the last 18 months has been made in… https://t.co/IRO6ssUkWO",Sun Jul 29 14:13:08 +0000 2018,0.751,0.234,0.766,0.0,53
".@VP Mike Pence: ""We're going to renegotiate NAFTA in a way that's a win for working Americans in the city and on t… https://t.co/hHy1iVZIhf",Sun Jul 29 14:10:34 +0000 2018,0.586,0.153,0.847,0.0,54
.@HuntsmanAbby is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/6G7yH9N9Mr,Sun Jul 29 14:10:27 +0000 2018,0.0,0.0,1.0,0.0,55
".@VP Mike Pence: ""@POTUS came into this administration with the belief that for too long Americans, our economy, ou… https://t.co/eFwXInCJ08",Sun Jul 29 14:09:25 +0000 2018,0.0,0.0,1.0,0.0,56
".@VP Mike Pence: ""Now the United States and the EU are going to begin working toward a trade arrangement that has z… https://t.co/lDrimxhwZ8",Sun Jul 29 14:07:59 +0000 2018,0.422,0.118,0.882,0.0,57
".@VP Mike Pence: ""American exports were up by more than 9%, and our trade deficit was down by $50 billion.""… https://t.co/yvaifhCKRI",Sun Jul 29 14:07:01 +0000 2018,-0.402,0.0,0.881,0.119,58
".@VP Mike Pence: ""The best is yet to come."" #SundayFutures @MariaBartiromo https://t.co/tWzWabRfOJ",Sun Jul 29 14:06:15 +0000 2018,0.637,0.276,0.724,0.0,59
".@VP Mike Pence: ""In the last 2 administrations the economy grew by less than 2%. In the first 18 months of this ad… https://t.co/lZI6D1l3O7",Sun Jul 29 14:05:30 +0000 2018,0.0,0.0,1.0,0.0,60
Joe Peters: “Law enforcement has no better friend than President Trump.” https://t.co/SiHdL4bksD,Sun Jul 29 05:45:00 +0000 2018,0.599,0.353,0.52,0.127,61
Mama duck with 76 ducklings on Minnesota lake captured in stunning photos https://t.co/b89OE9G7eO,Sun Jul 29 05:38:00 +0000 2018,0.382,0.178,0.822,0.0,62
".@hogangidley45 on @POTUS' speech to steelworkers: ""I watched the tears stream down the faces of grown men...who to… https://t.co/fTZuemXCdj",Sun Jul 29 05:30:00 +0000 2018,-0.226,0.0,0.905,0.095,63
"A complete lunar eclipse can be seen in the sky over Marseille, France. This complete lunar eclipse is the longest… https://t.co/kTWCN2QTYx",Sun Jul 29 05:23:00 +0000 2018,0.0,0.0,1.0,0.0,64
"Thomas Homan: ""There's been nobody that has done more for border security and public safety than President Trump.""… https://t.co/Hbi1Uazv26",Sun Jul 29 05:15:00 +0000 2018,0.667,0.243,0.757,0.0,65
The gang just as vicious as MS-13 but without the notoriety: Savage Trinitarios return to the spotlight after years… https://t.co/EEEuRSFubt,Sun Jul 29 05:08:00 +0000 2018,0.355,0.14,0.784,0.076,66
.@mercedesschlapp: “Former presidents have tried to bring these remains back and they have failed.” https://t.co/0RlLLbLuL4,Sun Jul 29 05:00:00 +0000 2018,0.0,0.0,1.0,0.0,67
"'My babies are dead': Mom, family mourn for 2 kids, great-grandmother killed by Carr Fire in Northern California https://t.co/BCQRVdbfWg",Sun Jul 29 04:55:00 +0000 2018,-0.866,0.0,0.607,0.393,68
"Drug dog Sombra has already sniffed her way to high-profile drug busts, finding stashes hidden in suitcases, boats… https://t.co/TChAj7pcqN",Sun Jul 29 04:47:17 +0000 2018,0.0,0.0,1.0,0.0,69
"“It gives you faith in humanity a little bit that there are good kids out there."" 

Some Colorado kids took a break… https://t.co/U7Xysxegvo",Sun Jul 29 04:45:00 +0000 2018,0.691,0.231,0.769,0.0,70
"On @foxandfriends​, @dbongino​ outlined some ""new rules"" for how we should talk about the economy now that… https://t.co/F1nFzvEVhX",Sun Jul 29 04:38:00 +0000 2018,0.0,0.0,1.0,0.0,71
".@dbongino: ""We don't owe you a dime more, Captain Federal Government, not a dime."" https://t.co/OxfDfq1VwF",Sun Jul 29 04:30:00 +0000 2018,0.0,0.0,1.0,0.0,72
"Indonesia earthquake results in multiple deaths, injuries https://t.co/zyHpTqezZL",Sun Jul 29 04:23:00 +0000 2018,0.0,0.0,1.0,0.0,73
".@charliekirk11: ""If socialist professors really believe the nonsense that they, you know, profess, why don't they… https://t.co/fRxkUes9PS",Sun Jul 29 04:15:00 +0000 2018,-0.452,0.0,0.844,0.156,74
Korean War veterans salute as a member of an honor guard presents the American flag at the Korean War memorial at B… https://t.co/MYIML7GMEg,Sun Jul 29 04:08:00 +0000 2018,-0.681,0.107,0.633,0.26,75
UPDATE: A homeless man in Florida who was trying to get a job has been hired by @McDonalds - thanks to the help of… https://t.co/fncN2DW6BC,Sun Jul 29 04:01:00 +0000 2018,0.681,0.219,0.781,0.0,76
Boy battling cancer granted wish to be firefighter for a day https://t.co/7WQRL5YcBR,Sun Jul 29 03:54:25 +0000 2018,-0.422,0.258,0.385,0.357,77
"Rep. John Lewis hospitalized, under 'routine observation' https://t.co/sP9hRyMREF",Sun Jul 29 03:41:57 +0000 2018,0.0,0.0,1.0,0.0,78
Families with young children protest the separation of immigrant families with a sit-in at the Hart Senate Office B… https://t.co/1z40W9TSrB,Sun Jul 29 03:29:26 +0000 2018,-0.25,0.0,0.9,0.1,79
".@JudgeJeanine: ""Americans elected the outsider businessman president. Why? To borrow a phrase from the man himself… https://t.co/nNEIAUn1BJ",Sun Jul 29 03:26:37 +0000 2018,0.0,0.0,1.0,0.0,80
".@VP: ""The fact that this president, sitting down with Kim Jong Un to negotiate the complete denuclearization of th… https://t.co/SeyGtofpX0",Sat Jul 28 18:53:23 +0000 2018,0.0,0.0,1.0,0.0,81
"On @foxandfriends​, @dbongino​ outlined some ""new rules"" for how we should talk about the economy now that… https://t.co/1y6mC5o0ha",Sat Jul 28 18:45:00 +0000 2018,0.0,0.0,1.0,0.0,82
".@GillianHTurner: ""Michael Cohen, President Trump's longtime lawyer, is now claiming his boss approved the infamous… https://t.co/twa3zN1UQC",Sat Jul 28 18:38:21 +0000 2018,0.422,0.157,0.843,0.0,83
"“My wife and I are deeply moved and deeply honored to be able to be there when we bring our boys home.”

SUNDAY:… https://t.co/XELArvGTKl",Sat Jul 28 18:35:00 +0000 2018,0.624,0.157,0.843,0.0,84
Sen. Cory Booker Pleads for Supporters to 'Get Up in the Face of Congresspeople' https://t.co/C9jqvjBLQ7,Sat Jul 28 18:31:38 +0000 2018,0.44,0.172,0.828,0.0,85
.@Johnny_Joey: “Today it’s not the forgotten war. Today we’re remembering them and we’re going to have a chance to… https://t.co/JYeln41DpV,Sat Jul 28 18:31:20 +0000 2018,0.702,0.299,0.701,0.0,86
"John Thomas on Dems asking for Kavanaugh's WH records: ""At the end of the day, those three [Senate] Democrats that… https://t.co/54Y3AXiU7z",Sat Jul 28 18:31:03 +0000 2018,0.0,0.0,1.0,0.0,87
"Michigan motel fire kills woman, five children from same family, officials say. https://t.co/a59p7ZTTrS https://t.co/478jPVxf0S",Sat Jul 28 18:19:49 +0000 2018,-0.71,0.0,0.67,0.33,88
California wildfire burns 500-plus structures. https://t.co/iNkyXXLhtf https://t.co/7TacvBkO5j,Sat Jul 28 18:18:48 +0000 2018,0.0,0.0,1.0,0.0,89
"BREAKING NEWS: Active shooter reported at Texas border town shopping mall; police warn people to stay away
https://t.co/uKts8P9frM",Sat Jul 28 18:10:57 +0000 2018,0.318,0.134,0.796,0.07,90
"On @foxandfriends, GOP Senate hopeful @JohnJamesMI discussed his endorsement from President @realDonaldTrump and hi… https://t.co/4vbBGNATmX",Sat Jul 28 18:07:00 +0000 2018,0.681,0.301,0.699,0.0,91
"Lawmakers struggle to decode Trump's 'secret' to deal with Russia, North Korea https://t.co/r4co0Ec9Pj",Sat Jul 28 18:02:37 +0000 2018,-0.318,0.0,0.839,0.161,92
"JFK security 'under review' after escapee from mental health facility hops fence, wanders onto taxiway https://t.co/OlZ7qma7KQ",Sat Jul 28 18:01:11 +0000 2018,0.34,0.138,0.862,0.0,93
NEWS ALERT: @POTUS declares state of emergency in California. https://t.co/dIs4EhLcqO https://t.co/kIkdHZBmu5,Sat Jul 28 17:55:07 +0000 2018,0.086,0.202,0.619,0.179,94
GDP growth: 2014 - 2018. https://t.co/0iumcLRgrb,Sat Jul 28 17:48:44 +0000 2018,0.382,0.394,0.606,0.0,95
"Missouri Boy, 8, Sets Up Lemonade Stand to Benefit Local Police Officers     https://t.co/TDKNq6t4xx",Sat Jul 28 17:43:06 +0000 2018,0.459,0.2,0.8,0.0,96
".@Reince: ""Everyone should at least say this is great news for the country and give the president his due."" https://t.co/B84Ww9eqqf",Sat Jul 28 17:36:00 +0000 2018,0.625,0.177,0.823,0.0,97
"An airplane passes in front of a nearly full moon above Tacoma, Wash. Thursday, July 26, 2018. https://t.co/KKOtcSaLif",Sat Jul 28 17:35:28 +0000 2018,0.0,0.0,1.0,0.0,98
Man accused of murdering New York City nurse may be connected to six other slayings: officials https://t.co/J2tmiYvbMl,Sat Jul 28 17:29:04 +0000 2018,-0.758,0.0,0.698,0.302,99
".@dbongino: ""We don't owe you a dime more, Captain Federal Government, not a dime."" https://t.co/EYQ0nIXxZI",Sat Jul 28 17:18:00 +0000 2018,0.0,0.0,1.0,0.0,100
A renowned musician hated the music played at one of his favorite restaurants. So he convinced the chef to let him… https://t.co/39uQCEHMti,Sun Jul 29 22:58:06 +0000 2018,0.49,0.283,0.575,0.142,1
"Billy Joel recently celebrated his 100th show at Madison Square Garden. “I keep getting asked, ‘What’s the secret o… https://t.co/OQgP8J0HeB",Sun Jul 29 22:39:39 +0000 2018,0.572,0.163,0.837,0.0,2
The Enthusiast: In Praise of Elizabeth Hardwick https://t.co/npSEdh5Qzt,Sun Jul 29 22:21:33 +0000 2018,0.727,0.504,0.496,0.0,3
Sulzberger recalled telling Trump that newspapers had begun posting armed guards outside their offices because of a… https://t.co/Tst5bdEx7p,Sun Jul 29 22:16:42 +0000 2018,0.0,0.0,1.0,0.0,4
"MoviePass, the subscription-based movie ticket service, was forced last week to borrow $5 million after it reported… https://t.co/kilPTotnOl",Sun Jul 29 22:00:09 +0000 2018,-0.459,0.0,0.85,0.15,5
"Future of MoviePass Is Cast in Doubt After Service Outage, Experts Say https://t.co/QsM1nTT3Pp",Sun Jul 29 21:52:35 +0000 2018,-0.361,0.0,0.828,0.172,6
"With their eyes on blockchain jobs and revenue, small countries and territories are competing to become the go-to d… https://t.co/0aym75WwUG",Sun Jul 29 21:45:09 +0000 2018,0.0,0.0,1.0,0.0,7
Imran Khan brings more star power and mystique than any recent Pakistani leader and perhaps a better chance to chan… https://t.co/nlZJZpP7m9,Sun Jul 29 21:30:07 +0000 2018,0.599,0.214,0.786,0.0,8
"Can you remove a color from an entire city? The artist Michael Rakowitz is trying to do so, as a tribute to Tamir R… https://t.co/15kjmlf3s0",Sun Jul 29 21:15:04 +0000 2018,0.0,0.0,1.0,0.0,9
Sulzberger recalled telling Trump that newspapers had begun posting armed guards outside their offices because of a… https://t.co/P3nNTZ4AT5,Sun Jul 29 21:10:26 +0000 2018,0.0,0.0,1.0,0.0,10
"“We completely regret what happened,” a spokesman for the cruise company said, adding the bear was killed in self-d… https://t.co/EeUlQTw6zJ",Sun Jul 29 21:00:07 +0000 2018,-0.822,0.0,0.691,0.309,11
"In Opinion

Contributing opinion writer Sandeep Jauhar writes, ""No one wants to die prematurely, but when it’s thei… https://t.co/2k9K3OePtJ",Sun Jul 29 20:45:08 +0000 2018,-0.468,0.0,0.808,0.192,12
Here are some ideas for what to cook this week https://t.co/64LkFJXrAH,Sun Jul 29 20:30:07 +0000 2018,0.0,0.0,1.0,0.0,13
Living in a lighthouse was a childhood dream for Margaret Winski. Now she plans to write a book about her time livi… https://t.co/0S72JcFwDr,Sun Jul 29 20:15:05 +0000 2018,0.25,0.095,0.905,0.0,14
"Here are the week’s top stories, and a look ahead https://t.co/SNuieLVfpi",Sun Jul 29 20:00:13 +0000 2018,0.202,0.167,0.833,0.0,15
@MikeIsaac  https://t.co/7vUC6VzNos,Sun Jul 29 19:54:09 +0000 2018,0.0,0.0,1.0,0.0,16
Want to feel old? Tom Cruise has played Ethan Hunt in the “Mission: Impossible” movie series for 22 years. https://t.co/D5YmYPRwS6,Sun Jul 29 19:45:07 +0000 2018,0.402,0.171,0.829,0.0,17
RT @MarkLandler: Times publisher A.G. Sulzberger told Trump in Oval Office meeting that newspapers were hiring  armed guards because of thr…,Sun Jul 29 19:36:43 +0000 2018,0.0,0.0,1.0,0.0,18
"In Opinion 

Editorial board member Brent Staples writes, ""This betrayal of trust opened a rift between black and w… https://t.co/hfeT7NGIgR",Sun Jul 29 19:30:08 +0000 2018,-0.296,0.133,0.685,0.181,19
"Amid widespread protests over a power crisis, Iraq’s prime minister has ordered the suspension of the country’s ele… https://t.co/ESI7Bx9EAl",Sun Jul 29 19:15:06 +0000 2018,-0.718,0.0,0.727,0.273,20
"These islands in the South Pacific are disappearing, but their inhabitants are doing everything they can to stay https://t.co/DAPrXjDrOt",Sun Jul 29 14:30:09 +0000 2018,0.0,0.0,1.0,0.0,21
A 60-year-old man fatally shot his father and stepmother in a nursing home in Texas https://t.co/8r0CatQ3E1,Sun Jul 29 14:20:06 +0000 2018,-0.637,0.0,0.756,0.244,22
"Summer thrillers, a parody of smutty novels, a dark family memoir: Here are 10 new books we recommend this week https://t.co/BBboCB4D3F",Sun Jul 29 14:10:03 +0000 2018,0.382,0.175,0.825,0.0,23
"RT @nytimesbusiness: An undeveloped, 157-acre hilltop plot of land is about to go on sale in Los Angeles. The asking price: $1 billion. htt…",Sun Jul 29 13:55:06 +0000 2018,0.0,0.0,1.0,0.0,24
"Some argue that comedy is broken. But Mike Birbiglia, Kate Berlant, Maria Bamford, Sacha Baron Cohen and Hannah Gad… https://t.co/4qufrZcz7H",Sun Jul 29 13:29:57 +0000 2018,-0.25,0.078,0.756,0.167,25
How to rekindle a friendship that has faded — and what to do if things don't go as you hoped https://t.co/IgsEpGPmYL,Sun Jul 29 13:12:06 +0000 2018,0.67,0.244,0.756,0.0,26
"After 18 months of bruising White House conflicts and bitter criticism, Jared Kushner and Ivanka Trump as comfortab… https://t.co/iWw0brStrR",Sun Jul 29 12:55:01 +0000 2018,-0.807,0.0,0.658,0.342,27
Bush Claimed Power to Override a Torture Ban. What Did Brett Kavanaugh Think About That? https://t.co/DRxTbZslMb,Sun Jul 29 12:54:16 +0000 2018,-0.818,0.0,0.634,0.366,28
"Playlist: The Playlist: Blood Orange’s Fragile Pop, and 11 More New Songs https://t.co/lRctJ69SZk",Sun Jul 29 12:51:51 +0000 2018,0.0,0.0,1.0,0.0,29
The Trump tax cuts were supposed to mobilize Republican voters and help the party keep the House. But that's not ho… https://t.co/orKrgFDFyw,Sun Jul 29 12:25:05 +0000 2018,0.273,0.152,0.782,0.066,30
"Ahed Tamimi, Palestinian Teenager Who Slapped Israeli Soldier, Is Released From Jail https://t.co/o7dbNqSpRh",Sun Jul 29 12:09:53 +0000 2018,0.0,0.0,1.0,0.0,31
